LECROYWRHRO66Zi	56744	Histogram
Segments	1	SegmentSize	1000
Segment	TrigTime	TimeSinceSegment1
#1	09-Dec-2014 15:20:41	0                 
Time	Ampl
1.26e-010	0
1.265e-010	0
1.27e-010	0
1.275e-010	0
1.28e-010	0
1.285e-010	0
1.29e-010	0
1.295e-010	0
1.3e-010	0
1.305e-010	0
